Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
5,but wait there's more,9,bike;videos,1,[12]
1,arcade mode,3,workout;user,1,[40]
6,personal trainer,6,users;user,2,[44; 45]
5,but wait there's more,6,users;user,1,[39]
0,check out my ride,7,users,2,[5; 6]
1,arcade mode,6,users;user,1,[8]
5,but wait there's more,1,bike;machine,1,[41]
0,check out my ride,3,workout;user,3,[9; 10; 11]
5,but wait there's more,8,,2,[7; 30]
4,business spinoff,0,users;access,1,[3]
3,hey siri,3,workout;user,2,[17; 18]
4,business spinoff,4,users;machine,2,[20; 21]
6,personal trainer,3,workout;user,2,[25; 26]
1,arcade mode,5,biking;bike,1,[4]
0,check out my ride,11,machine;user,1,[19]
2,how fit am I,2,workout;eg,3,[27; 28; 29]
1,arcade mode,1,bike;machine,3,[22; 23; 24]
5,but wait there's more,4,users;machine,1,[46]
0,check out my ride,0,users;access,6,[31; 32; 33; 34; 35; 36]
5,but wait there's more,11,machine;user,1,[43]
4,business spinoff,5,biking;bike,1,[48]
0,check out my ride,4,users;machine,4,[49; 50; 51; 52]
6,personal trainer,0,users;access,2,[37; 38]
2,how fit am I,3,workout;user,1,[1]
0,check out my ride,8,,1,[47]
5,but wait there's more,3,workout;user,1,[53]
0,check out my ride,1,bike;machine,2,[57; 58]
5,but wait there's more,10,snack;towels,2,[15; 16]
5,but wait there's more,5,biking;bike,2,[55; 56]
4,business spinoff,3,workout;user,2,[13; 14]
0,check out my ride,9,bike;videos,1,[54]
0,check out my ride,5,biking;bike,1,[42]
3,hey siri,4,users;machine,1,[2]
