Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
19,grip,8,gloves;glove,1,[50]
11,would you look at that,16,glove;heater,1,[55]
6,there's an app for that,9,thermal control,1,[28]
4,got it?,4,fingers;gloves,2,[64; 65]
11,would you look at that,11,glove;sensors,1,[17]
6,there's an app for that,6,flashlight,1,[8]
2,casin things,8,gloves;glove,1,[79]
12,energy basic,12,waste heat energy,1,[49]
19,grip,4,fingers;gloves,1,[36]
7,touch,7,glove;palm,1,[9]
2,casin things,1,gloves;bearings,1,[22]
11,would you look at that,3,mars;gloves,1,[59]
14,safety,0,gloves;massage,3,[1; 2; 3]
2,casin things,18,storage for quick food,1,[60]
18,sensor,1,gloves;bearings,1,[21]
4,got it?,0,gloves;massage,1,[10]
13,intersurfaces with/into,13,arm screen,1,[54]
16,lock n load,1,gloves;bearings,1,[52]
6,there's an app for that,7,glove;palm,1,[67]
5,iron man glove,5,sensors;hands,1,[7]
11,would you look at that,5,sensors;hands,1,[37]
8,intersurfaces,1,gloves;bearings,1,[68]
17,can you feel it?,11,glove;sensors,1,[20]
15,better than the iphone,0,gloves;massage,1,[18]
6,there's an app for that,3,mars;gloves,1,[51]
14,safety,1,gloves;bearings,2,[56; 57]
3,material,14,good breathability of gloves,1,[11]
2,casin things,2,clip gloves,3,[44; 45; 46]
17,can you feel it?,7,glove;palm,1,[27]
10,clean things,0,gloves;massage,3,[24; 25; 26]
4,got it?,1,gloves;bearings,1,[48]
1,internet with controls,1,gloves;bearings,3,[40; 41; 42]
8,intersurfaces,15,plant slot glove,1,[23]
2,casin things,16,glove;heater,1,[72]
16,lock n load,11,glove;sensors,1,[19]
0,enhance comfort,0,gloves;massage,4,[32; 33; 34; 35]
11,would you look at that,4,fingers;gloves,1,[53]
8,intersurfaces,2,clip gloves,1,[66]
15,better than the iphone,3,mars;gloves,1,[13]
9,hot stuff,3,mars;gloves,1,[74]
4,got it?,16,glove;heater,1,[29]
15,better than the iphone,4,fingers;gloves,1,[39]
3,material,19,gecko hands,1,[71]
10,clean things,1,gloves;bearings,1,[70]
5,iron man glove,4,fingers;gloves,1,[73]
3,material,4,fingers;gloves,1,[78]
0,enhance comfort,8,gloves;glove,2,[75; 76]
2,casin things,17,things;gloves,1,[80]
3,material,3,mars;gloves,2,[30; 31]
6,there's an app for that,8,gloves;glove,1,[12]
12,energy basic,0,gloves;massage,3,[4; 5; 6]
18,sensor,11,glove;sensors,1,[77]
10,clean things,10,air brush,1,[15]
4,got it?,17,things;gloves,1,[43]
9,hot stuff,9,thermal control,1,[14]
7,touch,4,fingers;gloves,1,[16]
2,casin things,0,gloves;massage,3,[61; 62; 63]
8,intersurfaces,8,gloves;glove,1,[58]
1,internet with controls,17,things;gloves,1,[38]
6,there's an app for that,16,glove;heater,1,[69]
3,material,16,glove;heater,1,[47]
