Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
9,would you look at that,26,fishbowl hands,1,[60]
1,grip,21,gloves;tasks,1,[76]
3,catching things,1,gloves;glove,1,[37]
12,interface,1,gloves;glove,1,[77]
11,mechatronics,11,rogue hands,1,[36]
12,interface,27,arm screen,1,[66]
6,sensors,6,fingers;gloves,1,[4]
3,catching things,0,gloves;massage,1,[5]
12,interface,12,plant slot glove,1,[49]
7,hot stuff,7,thermal control,1,[7]
5,there's an app for that,19,storage for quick food,1,[26]
15,safety,8,gloves;control,1,[83]
0,enhance comfort,0,gloves;massage,4,[30; 31; 32; 33]
1,grip,6,fingers;gloves,1,[82]
14,energy,0,gloves;massage,3,[20; 21; 22]
6,sensors,2,gloves;mars,1,[69]
5,there's an app for that,1,gloves;glove,2,[47; 72]
7,hot stuff,2,gloves;mars,1,[2]
4,clean things,0,gloves;massage,1,[25]
13,lock n load,13,gloves;bearings,1,[75]
1,grip,13,gloves;bearings,1,[67]
0,enhance comfort,21,gloves;tasks,1,[40]
3,catching things,3,clip gloves,2,[38; 39]
8,interaction,1,gloves;glove,1,[13]
4,clean things,3,clip gloves,1,[79]
4,clean things,4,gloves;wrist,2,[45; 46]
15,safety,0,gloves;massage,2,[27; 28]
2,material,23,gloves;hands,2,[80; 81]
1,grip,5,mars;astronaut,1,[3]
5,there's an app for that,0,gloves;massage,1,[18]
2,material,2,gloves;mars,2,[41; 42]
15,safety,4,gloves;wrist,2,[64; 65]
9,would you look at that,24,wiring,1,[52]
6,sensors,15,palm;fingers,1,[6]
1,grip,1,gloves;glove,2,[1; 50]
12,interface,3,clip gloves,1,[16]
8,interaction,25,force sensors gloves,1,[55]
3,catching things,22,gloves;beads,2,[73; 74]
1,grip,24,wiring,1,[53]
6,sensors,18,pulse detection,1,[24]
14,energy,14,waste heat energy,1,[70]
5,there's an app for that,17,heater;glove,1,[51]
6,sensors,22,gloves;beads,1,[43]
5,there's an app for that,15,palm;fingers,1,[12]
11,mechatronics,21,gloves;tasks,1,[54]
8,interaction,0,gloves;massage,1,[62]
1,grip,0,gloves;massage,1,[48]
0,enhance comfort,8,gloves;control,1,[9]
2,material,17,heater;glove,1,[23]
5,there's an app for that,5,mars;astronaut,1,[59]
0,enhance comfort,1,gloves;glove,2,[57; 58]
5,there's an app for that,10,mechatronic glove,1,[34]
2,material,28,gecko hands,1,[68]
5,there's an app for that,16,charger,1,[15]
10,touch,10,mechatronic glove,1,[19]
9,would you look at that,2,gloves;mars,1,[14]
12,interface,0,gloves;massage,1,[29]
10,touch,6,fingers;gloves,1,[61]
9,would you look at that,9,glove;wrist,1,[10]
9,would you look at that,23,gloves;hands,1,[44]
5,there's an app for that,20,flashlight,1,[35]
8,interaction,8,gloves;control,1,[8]
6,sensors,13,gloves;bearings,1,[63]
3,catching things,29,net mach 2,1,[71]
13,lock n load,9,glove;wrist,1,[11]
4,clean things,30,air brush,1,[78]
11,mechatronics,6,fingers;gloves,1,[56]
8,interaction,4,gloves;wrist,1,[17]
