Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,application,1,printer;machine,8,[1; 2; 3; 4; 5; 6; 7; 8]
1,function,2,material;pla,2,[9; 10]
0,application,0,printing;materials,16,[12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27]
3,print out a rough shape first and mill off parts by switching tools,3,function,1,[38]
2,material,2,material;pla,4,[45; 46; 47; 48]
2,material,1,printer;machine,1,[30]
0,application,2,material;pla,8,[73; 74; 75; 76; 77; 78; 79; 80]
2,material,0,printing;materials,1,[44]
0,application,5,print;products,7,[66; 67; 68; 69; 70; 71; 72]
0,application,4,cakes;milk,2,[28; 29]
4,policy,2,material;pla,1,[11]
1,function,0,printing;materials,16,[49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64]
5,new form,2,material;pla,1,[65]
1,function,1,printer;machine,12,[31; 32; 33; 34; 35; 36; 37; 39; 40; 41; 42; 43]
