Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
9,education,1,template;platform,1,[16]
0,consumer,3,arm;screw,1,[60]
4,medical,0,robot;robots,3,[48; 49; 50]
9,education,0,robot;robots,6,[39; 40; 41; 42; 43; 44]
5,medical/industry,5,job;actions,1,[51]
8,consumer; organization,1,template;platform,1,[14]
4,medical,4,the barber,1,[18]
0,consumer,4,the barber,1,[52]
10,consumer/education/medical,0,robot;robots,1,[46]
1,consumer/education,1,template;platform,1,[1]
12,agriculture,3,arm;screw,1,[61]
0,consumer,0,robot;robots,19,[19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37]
2,industry,2,plant;cooking,1,[15]
6,organization,0,robot;robots,5,[2; 3; 4; 5; 6]
11,industry/consumer,0,robot;robots,1,[59]
0,consumer,5,job;actions,1,[47]
4,medical,2,plant;cooking,1,[45]
1,consumer/education,0,robot;robots,6,[53; 54; 55; 56; 57; 58]
3,industry/engineer,3,arm;screw,1,[17]
7,consumer/medical,0,robot;robots,1,[13]
2,industry,0,robot;robots,6,[7; 8; 9; 10; 11; 12]
0,consumer,2,plant;cooking,1,[38]
