Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,Internal organizer,2,user;storage,1,[28]
0,Existing storage compliment,0,drawer;button,6,[11; 12; 14; 15; 17; 23]
3,Internal organizer,3,auto book organizer,1,[5]
4,Independent container based system,5,control;plastic,1,[18]
4,Independent container based system,4,accessories;automation,1,[8]
2,Complement to existing furniture,2,user;storage,2,[24; 25]
4,Independent container based system,2,user;storage,1,[30]
0,Existing storage compliment,2,user;storage,4,[21; 22; 26; 27]
3,Internal organizer,0,drawer;button,1,[29]
0,Existing storage compliment,5,control;plastic,3,[16; 19; 20]
5,Other,0,drawer;button,1,[1]
0,Existing storage compliment,4,accessories;automation,1,[13]
5,Other,1,chest;drawer,1,[2]
1,Entirely new furniture,1,chest;drawer,5,[4; 6; 7; 9; 10]
4,Independent container based system,0,drawer;button,1,[3]
