Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
6,safety & health,6,vans;battery,1,[35]
5,kids,6,vans;battery,1,[2]
11,optimizing efficiency,2,cav;platforms,2,[82; 83]
7,commute / peak management,7,ride;riders,1,[25]
2,basic concept,1,cars;vehicles,2,[11; 12]
6,safety & health,2,cav;platforms,1,[56]
0,use cases,10,cav;car,2,[69; 70]
3,interior design,7,ride;riders,1,[36]
8,pricing & cost,5,ride;vehicle,1,[10]
7,commute / peak management,2,cav;platforms,1,[80]
4,infrastructure planning,0,car;cars,6,[19; 20; 21; 22; 28; 29]
9,transition to automated vehicles,0,car;cars,2,[14; 23]
4,infrastructure planning,9,flat intracity escalators,1,[24]
5,kids,5,ride;vehicle,1,[64]
4,infrastructure planning,4,buses;roads,2,[44; 45]
3,interior design,0,car;cars,6,[3; 4; 5; 6; 7; 8]
3,interior design,3,seats;seat,3,[71; 72; 73]
3,interior design,6,vans;battery,1,[31]
2,basic concept,2,cav;platforms,3,[32; 33; 34]
1,new vehicle shapes/forms,10,cav;car,2,[78; 79]
10,transition to av,0,car;cars,1,[55]
4,infrastructure planning,1,cars;vehicles,3,[37; 38; 39]
1,new vehicle shapes/forms,1,cars;vehicles,4,[40; 41; 42; 43]
0,use cases,0,car;cars,8,[47; 48; 49; 50; 51; 52; 53; 54]
8,pricing & cost,2,cav;platforms,2,[17; 18]
4,infrastructure planning,5,ride;vehicle,1,[1]
6,safety & health,0,car;cars,1,[9]
7,commute / peak management,5,ride;vehicle,1,[76]
0,use cases,5,ride;vehicle,5,[59; 60; 61; 62; 63]
0,use cases,7,ride;riders,2,[57; 58]
10,transition to av,1,cars;vehicles,1,[30]
1,new vehicle shapes/forms,0,car;cars,4,[65; 66; 67; 68]
3,interior design,5,ride;vehicle,1,[15]
11,optimizing efficiency,7,ride;riders,1,[74]
7,commute / peak management,0,car;cars,1,[46]
4,infrastructure planning,6,vans;battery,1,[75]
3,interior design,4,buses;roads,1,[27]
6,safety & health,1,cars;vehicles,1,[26]
0,use cases,6,vans;battery,1,[77]
1,new vehicle shapes/forms,8,fully covered 2 wheeler,1,[16]
5,kids,2,cav;platforms,1,[13]
0,use cases,2,cav;platforms,1,[81]
