Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,Daily life related,2,environment;planets,1,[33]
0,Game mechanics and features,0,game;kids,4,[18; 19; 20; 21]
3,Daily life related,3,balls;stick,2,[1; 2]
7,Simulation,1,vr;users,2,[10; 11]
8,Prep education,1,vr;users,1,[17]
6,Physical sport game,1,vr;users,2,[8; 9]
3,Daily life related,1,vr;users,2,[6; 7]
8,Prep education,2,environment;planets,3,[14; 15; 16]
1,Adventurous biology games,1,vr;users,3,[30; 31; 32]
9,Constructing game,3,balls;stick,1,[34]
2,Earth science games,2,environment;planets,3,[24; 25; 26]
9,Constructing game,1,vr;users,2,[28; 29]
5,Fiction games,1,vr;users,1,[4]
5,Fiction games,3,balls;stick,2,[22; 23]
4,Adventure,1,vr;users,1,[5]
2,Earth science games,4,planets;view,2,[12; 13]
7,Simulation,2,environment;planets,1,[27]
4,Adventure,0,game;kids,1,[3]
