Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
5,IN-CAR COMMUNICATION,9,system;people,1,[25]
6,VOICE PROGRAM,9,system;people,1,[30]
1,SAFETY,3,car;system,2,[74; 82]
9,CAR-TO-CAR CONNECTIVITY,1,car;driver,2,[6; 54]
6,VOICE PROGRAM,6,system;vehicle,1,[36]
7,COMFORT,12,car;people,1,[24]
11,ENTRY & EXIT,2,vehicle;car,1,[15]
7,COMFORT,7,pedals;bed,1,[56]
0,ALTERNATIVE CONTROL,7,pedals;bed,1,[11]
1,SAFETY,6,system;vehicle,2,[50; 51]
2,LEISURE & ENTERTAINMENT,12,car;people,1,[27]
9,CAR-TO-CAR CONNECTIVITY,4,display;screen,1,[14]
7,COMFORT,10,screen;color,1,[65]
2,LEISURE & ENTERTAINMENT,10,screen;color,1,[80]
1,SAFETY,11,control;vehicle,1,[46]
10,NAVIGATION,3,car;system,1,[9]
7,COMFORT,2,vehicle;car,1,[66]
1,SAFETY,2,vehicle;car,3,[43; 47; 49]
12,EXTERNAL SIGNAL,2,vehicle;car,1,[17]
5,IN-CAR COMMUNICATION,5,use;projection,2,[37; 38]
10,NAVIGATION,7,pedals;bed,1,[8]
4,SCREEN & DISPLAYS,4,display;screen,2,[20; 29]
14,WARNING SYSTEM,1,car;driver,1,[72]
5,IN-CAR COMMUNICATION,6,system;vehicle,1,[73]
0,ALTERNATIVE CONTROL,11,control;vehicle,3,[12; 32; 33]
11,ENTRY & EXIT,1,car;driver,1,[67]
3,CLOUD TECHNOLOGY,6,system;vehicle,1,[23]
2,LEISURE & ENTERTAINMENT,2,vehicle;car,3,[26; 28; 52]
4,SCREEN & DISPLAYS,1,car;driver,2,[69; 70]
1,SAFETY,1,car;driver,5,[42; 75; 76; 77; 78]
10,NAVIGATION,9,system;people,1,[19]
2,LEISURE & ENTERTAINMENT,7,pedals;bed,1,[57]
0,ALTERNATIVE CONTROL,0,car;control,5,[1; 2; 3; 21; 53]
13,PORTABLE DEVICE CONNECTIVITY,2,vehicle;car,2,[39; 40]
8,PARKING,2,vehicle;car,2,[34; 35]
4,SCREEN & DISPLAYS,10,screen;color,1,[60]
7,COMFORT,1,car;driver,2,[7; 45]
1,SAFETY,13,higher price service,1,[41]
11,ENTRY & EXIT,9,system;people,1,[16]
4,SCREEN & DISPLAYS,14,driving map,1,[59]
6,VOICE PROGRAM,0,car;control,1,[61]
2,LEISURE & ENTERTAINMENT,3,car;system,1,[81]
2,LEISURE & ENTERTAINMENT,1,car;driver,2,[48; 79]
14,WARNING SYSTEM,6,system;vehicle,1,[71]
3,CLOUD TECHNOLOGY,3,car;system,2,[55; 64]
0,ALTERNATIVE CONTROL,1,car;driver,1,[5]
8,PARKING,1,car;driver,1,[68]
10,NAVIGATION,10,screen;color,1,[58]
9,CAR-TO-CAR CONNECTIVITY,2,vehicle;car,2,[13; 44]
9,CAR-TO-CAR CONNECTIVITY,9,system;people,1,[22]
0,ALTERNATIVE CONTROL,6,system;vehicle,3,[4; 31; 63]
8,PARKING,8,self parking,1,[10]
14,WARNING SYSTEM,3,car;system,1,[62]
2,LEISURE & ENTERTAINMENT,4,display;screen,1,[18]
