Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,gone ridin',3,sensors;combination,1,[16]
3,harness,0,finger;fingers,2,[1; 2]
11,niche,2,hand;clamp,3,[78; 79; 80]
8,mount,0,finger;fingers,2,[24; 25]
6,control,2,hand;clamp,1,[49]
5,the claw,1,objects;clamp,1,[26]
7,gone ridin',2,hand;clamp,1,[6]
4,imonkeybar,0,finger;fingers,4,[17; 18; 19; 20]
1,,2,hand;clamp,1,[12]
9,grippers,0,finger;fingers,1,[54]
3,harness,3,sensors;combination,2,[13; 14]
4,imonkeybar,4,bar;child,1,[72]
5,the claw,0,finger;fingers,4,[8; 9; 10; 11]
2,other,2,hand;clamp,3,[21; 22; 23]
10,joints,0,finger;fingers,4,[74; 75; 76; 77]
1,,1,objects;clamp,4,[27; 28; 29; 30]
0,finger designs,0,finger;fingers,18,[31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48]
6,control,0,finger;fingers,3,[3; 4; 5]
2,other,3,sensors;combination,3,[55; 56; 57]
1,,0,finger;fingers,13,[59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71]
5,the claw,5,,1,[15]
0,finger designs,1,objects;clamp,1,[73]
7,gone ridin',0,finger;fingers,4,[50; 51; 52; 53]
5,the claw,2,hand;clamp,1,[58]
2,other,4,bar;child,1,[7]
