Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
16,connecting with others,16,connectivity in traffic,1,[52]
13,sharing control,13,4 d seats,1,[23]
1,productivity and functionality,39,camp car,1,[55]
6,handing-over of control,6,hmi via vibration feedback,1,[5]
1,productivity and functionality,26,programmable activity car,1,[21]
12,awareness of av tech,12,dashboard;vehicle,1,[39]
7,redesigning infrastructure,7,inverted intersection,1,[6]
3,pedestrian communication,21,soft car,1,[12]
3,pedestrian communication,38,digital zebra,1,[51]
13,sharing control,30,the speaker,1,[35]
1,productivity and functionality,29,a car as a bedroom,1,[34]
1,productivity and functionality,33,morphing av,1,[41]
1,productivity and functionality,20,peer attach av,1,[11]
11,mobility and route,11,interactive gps interface,1,[20]
1,productivity and functionality,25,car;workout,2,[18; 19]
15,driver condition & hand-over of control,37,hmi via heat,1,[50]
11,mobility and route,31,car;hotel,1,[57]
4,safety; functionality,4,crash fail safe,1,[1]
6,handing-over of control,32,passengers;car,1,[58]
1,productivity and functionality,28,car;taxi,2,[32; 33]
2,internal experience,2,headset;vr,2,[30; 31]
3,pedestrian communication,3,car;signal,2,[28; 29]
9,smart mobility,24,cars attached to buses,1,[16]
1,productivity and functionality,31,car;hotel,1,[36]
19,driver monitoring,19,user monitoring,1,[59]
1,productivity and functionality,1,mode;car,2,[2; 3]
0,service,0,car;service,3,[24; 25; 26]
8,visibility and safety,2,headset;vr,1,[17]
3,pedestrian communication,23,i see you,1,[15]
14,internal comfortability,14,seats for fidgeting,1,[38]
18,visiblity,12,dashboard;vehicle,1,[22]
9,smart mobility,31,car;hotel,1,[45]
5,aesthetics,28,car;taxi,1,[53]
0,service,8,car;passenger,1,[47]
0,service,34,vtol car,1,[42]
5,aesthetics,5,ufo looking car,1,[4]
8,visibility and safety,36,360o view field,1,[48]
1,productivity and functionality,35,imax car,1,[46]
1,productivity and functionality,22,mobile work space,1,[14]
2,internal experience,28,car;taxi,1,[49]
10,mobility & driver condition,10,humanized simplistic interface,1,[10]
3,pedestrian communication,32,passengers;car,1,[37]
9,smart mobility,9,split av,1,[9]
15,driver condition & hand-over of control,15,driver eye tracking & condition monitoring,1,[40]
2,internal experience,0,car;service,1,[7]
8,visibility and safety,8,car;passenger,1,[8]
0,service,31,car;hotel,1,[43]
18,visiblity,18,ar boundary box,1,[56]
6,handing-over of control,27,hmi via acoustics,1,[27]
1,productivity and functionality,32,passengers;car,1,[44]
17,functionality and usability,17,productive user environment,1,[54]
12,awareness of av tech,8,car;passenger,1,[13]
