Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
1,Sensor-Based Products,3,light;sensor,5,[13; 16; 30; 31; 39]
3,Wearable and On Demand,0,switch;switches,4,[15; 21; 66; 68]
3,Wearable and On Demand,2,control;living,1,[72]
5,Application-Based Products,1,lights;sensor,2,[24; 98]
4,Hardware and Logistics,0,switch;switches,12,[8; 27; 37; 41; 43; 70; 78; 81; 82; 83; 89; 99]
3,Wearable and On Demand,3,light;sensor,2,[2; 84]
4,Hardware and Logistics,4,light;touch,1,[85]
1,Sensor-Based Products,5,control;controls,1,[87]
3,Wearable and On Demand,6,light,2,[5; 61]
2,Application Based Products,2,control;living,3,[62; 64; 65]
4,Hardware and Logistics,1,lights;sensor,7,[14; 76; 88; 92; 93; 94; 97]
1,Sensor-Based Products,1,lights;sensor,10,[1; 9; 10; 12; 17; 28; 49; 55; 58; 80]
5,Application-Based Products,4,light;touch,1,[11]
0,Simplicity-Focused Products,0,switch;switches,13,[6; 22; 29; 34; 35; 42; 44; 45; 46; 48; 52; 53; 54]
5,Application-Based Products,0,switch;switches,5,[32; 36; 38; 40; 47]
4,Hardware and Logistics,5,control;controls,1,[95]
6,Energy Efficient,0,switch;switches,6,[23; 25; 33; 67; 73; 74]
1,Sensor-Based Products,4,light;touch,1,[3]
0,Simplicity-Focused Products,5,control;controls,1,[4]
1,Sensor-Based Products,0,switch;switches,6,[50; 56; 59; 60; 77; 86]
3,Wearable and On Demand,5,control;controls,1,[96]
0,Simplicity-Focused Products,1,lights;sensor,3,[7; 18; 19]
7,Simplicity-Based Products,0,switch;switches,2,[69; 79]
6,Energy Efficient,1,lights;sensor,3,[20; 26; 75]
2,Application Based Products,0,switch;switches,4,[51; 57; 63; 71]
4,Hardware and Logistics,3,light;sensor,2,[90; 91]
5,Application-Based Products,2,control;living,1,[100]
