Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,check out my ride,1,workout;bike,9,[1; 2; 3; 4; 5; 6; 7; 8; 9]
0,check out my ride,0,users;user,12,[10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21]
3,arcade mode,0,users;user,1,[22]
6,personal trainer,1,workout;bike,2,[43; 44]
3,arcade mode,1,workout;bike,5,[25; 26; 27; 28; 29]
6,personal trainer,0,users;user,4,[55; 56; 57; 58]
2,how fit am I,1,workout;bike,1,[31]
5,business spinoff,0,users;user,3,[32; 33; 34]
2,how fit am I,2,workout;eg,3,[35; 36; 37]
5,business spinoff,1,workout;bike,3,[38; 39; 40]
1,but wait there's more,0,users;user,2,[41; 42]
4,hey siri,1,workout;bike,2,[23; 24]
1,but wait there's more,1,workout;bike,10,[45; 46; 47; 48; 49; 50; 51; 52; 53; 54]
4,hey siri,0,users;user,1,[30]
