Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,aesthetics,2,smell;pump,1,[2]
0,performance,0,lubricant;viscosity,11,[3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13]
0,performance,2,smell;pump,3,[53; 54; 55]
3,aesthetics,3,material;noise,2,[14; 15]
3,aesthetics,0,lubricant;viscosity,7,[16; 17; 18; 19; 20; 21; 22]
7,environment friendly,0,lubricant;viscosity,5,[56; 57; 58; 59; 60]
6,long lasting,0,lubricant;viscosity,5,[39; 40; 41; 42; 43]
2,smell,1,lubrication;lubricants,1,[28]
1,awareness,1,lubrication;lubricants,6,[29; 30; 31; 32; 33; 34]
2,smell,0,lubricant;viscosity,4,[35; 36; 37; 38]
4,noise,3,material;noise,1,[1]
2,smell,2,smell;pump,5,[44; 45; 46; 47; 48]
5,cost,1,lubrication;lubricants,1,[23]
1,awareness,0,lubricant;viscosity,4,[49; 50; 51; 52]
5,cost,0,lubricant;viscosity,4,[24; 25; 26; 27]
