Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
4,Display,7,app;feedback,1,[38]
6,Crosswalk,6,navigation;safety,1,[36]
5,Wearables,6,navigation;safety,1,[74]
7,Introspection,7,app;feedback,1,[33]
0,Home-Eyes,7,app;feedback,2,[21; 42]
2,Phone Tech,6,navigation;safety,1,[71]
1,Outdoor,6,navigation;safety,2,[19; 52]
0,Home-Eyes,10,object;indicator,2,[41; 64]
5,Wearables,1,cane;surface,3,[37; 65; 66]
5,Wearables,8,blind,1,[2]
4,Display,0,device;user,2,[25; 78]
9,Bioengineering,0,device;user,1,[69]
3,Robotic Aids,3,dog;guide,2,[9; 10]
0,Home-Eyes,6,navigation;safety,1,[39]
8,DisplayWearables,1,cane;surface,1,[67]
4,Display,4,braille,2,[17; 53]
7,Introspection,2,phone;reader,1,[45]
5,Wearables,0,device;user,1,[32]
2,Phone Tech,2,phone;reader,3,[3; 18; 27]
4,Display,1,cane;surface,1,[75]
1,Outdoor,1,cane;surface,6,[46; 55; 61; 63; 72; 73]
5,Wearables,4,braille,1,[12]
0,Home-Eyes,0,device;user,13,[4; 6; 7; 22; 29; 35; 40; 48; 50; 51; 54; 58; 60]
7,Introspection,1,cane;surface,1,[79]
9,Bioengineering,3,dog;guide,1,[68]
6,Crosswalk,0,device;user,1,[26]
1,Outdoor,4,braille,1,[56]
2,Phone Tech,1,cane;surface,1,[62]
3,Robotic Aids,9,shopping;indoor,1,[30]
1,Outdoor,9,shopping;indoor,1,[34]
10,,1,cane;surface,1,[70]
4,Display,2,phone;reader,1,[11]
1,Outdoor,0,device;user,8,[1; 5; 16; 20; 28; 31; 44; 49]
7,Introspection,9,shopping;indoor,1,[23]
7,Introspection,0,device;user,4,[24; 43; 57; 80]
5,Wearables,5,navigation,2,[14; 15]
2,Phone Tech,0,device;user,4,[13; 47; 59; 77]
1,Outdoor,8,blind,1,[8]
5,Wearables,2,phone;reader,1,[76]
