Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
5,Secondary Data Collection,9,time;lifetime,2,[96; 97]
3,Pricing / Revenue Generation,0,water;ocean,1,[113]
2,Form Factor,8,people,1,[30]
3,Pricing / Revenue Generation,2,wifi;wi,4,[112; 116; 118; 120]
2,Form Factor,1,power;powers,2,[26; 40]
6,Location,2,wifi;wi,7,[43; 44; 45; 46; 47; 48; 51]
1,Power Source,6,urianium,1,[11]
2,Form Factor,5,motion;shark,1,[19]
0,Secondary Function,3,signal;module,7,[56; 57; 61; 66; 71; 79; 80]
1,Power Source,2,wifi;wi,2,[13; 16]
4,Buoy Data,9,time;lifetime,2,[89; 90]
5,Secondary Data Collection,5,motion;shark,2,[103; 104]
4,Buoy Data,4,tracks;data,5,[83; 84; 85; 86; 88]
5,Secondary Data Collection,0,water;ocean,3,[95; 99; 101]
2,Form Factor,2,wifi;wi,10,[20; 21; 22; 27; 28; 29; 31; 32; 33; 37]
3,Pricing / Revenue Generation,3,signal;module,8,[106; 107; 109; 110; 111; 114; 115; 117]
3,Pricing / Revenue Generation,5,motion;shark,1,[108]
4,Buoy Data,1,power;powers,1,[94]
1,Power Source,1,power;powers,11,[1; 2; 3; 5; 6; 7; 8; 9; 10; 12; 15]
0,Secondary Function,1,power;powers,1,[59]
5,Secondary Data Collection,4,tracks;data,1,[98]
0,Secondary Function,0,water;ocean,15,[52; 54; 58; 60; 64; 65; 67; 68; 69; 72; 74; 75; 78; 81; 82]
6,Location,0,water;ocean,1,[49]
0,Secondary Function,5,motion;shark,2,[70; 73]
0,Secondary Function,7,dock;boat,2,[53; 55]
1,Power Source,0,water;ocean,2,[4; 14]
0,Secondary Function,8,people,1,[63]
6,Location,5,motion;shark,1,[50]
5,Secondary Data Collection,3,signal;module,3,[100; 102; 105]
2,Form Factor,7,dock;boat,1,[18]
3,Pricing / Revenue Generation,8,people,1,[119]
2,Form Factor,0,water;ocean,6,[34; 36; 38; 39; 41; 42]
4,Buoy Data,3,signal;module,4,[87; 91; 92; 93]
2,Form Factor,3,signal;module,5,[17; 23; 24; 25; 35]
0,Secondary Function,2,wifi;wi,3,[62; 76; 77]
