Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
1,Disabilities,2,users;user,1,[3]
0,Design,1,fire;people,2,[19; 27]
3,Extinguish,2,users;user,1,[56]
0,Design,0,wheels;heat,8,[21; 23; 24; 25; 26; 32; 33; 36]
3,Extinguish,1,fire;people,5,[53; 54; 55; 57; 61]
3,Extinguish,3,rainfall sprinkler,1,[58]
2,Detection,0,wheels;heat,2,[39; 46]
3,Extinguish,0,wheels;heat,3,[52; 59; 60]
6,Night Fire,1,fire;people,3,[49; 50; 51]
0,Design,4,people,1,[30]
2,Detection,2,users;user,5,[38; 41; 42; 43; 47]
1,Disabilities,4,people,1,[1]
0,Design,2,users;user,6,[18; 22; 28; 29; 31; 37]
0,Design,6,size,1,[35]
6,Night Fire,2,users;user,1,[48]
0,Design,5,,2,[20; 34]
2,Detection,1,fire;people,3,[40; 44; 45]
5,communication/ report,1,fire;people,3,[12; 14; 15]
4,Communication/ report,2,users;user,4,[8; 9; 10; 11]
5,communication/ report,2,users;user,3,[13; 16; 17]
1,Disabilities,1,fire;people,5,[2; 4; 5; 6; 7]
