Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,grip,3,gloves;glove,2,[22; 23]
4,material,7,glove;projectile,1,[19]
1,catching things,3,gloves;glove,1,[40]
11,energy,11,waste heat energy,1,[36]
6,hot stuff,6,glove;water,1,[6]
3,there's an app for that,0,gloves;massage,1,[57]
9,touch,8,fingers;hands,1,[41]
12,interface,12,arm screen,1,[73]
7,grip,7,glove;projectile,1,[9]
2,clean things,1,gloves;brush,1,[3]
8,mechatronics,10,sensors;hands,1,[24]
10,would you look at that,15,gloves;hands,1,[60]
14,safety,0,gloves;massage,3,[15; 16; 17]
3,there's an app for that,7,glove;projectile,1,[64]
5,sensors,1,gloves;brush,1,[1]
0,enhance comfort,3,gloves;glove,2,[81; 82]
15,lock n load,5,glove;fingers,1,[74]
3,there's an app for that,14,flashlight,1,[20]
10,would you look at that,4,mars;gloves,1,[49]
7,grip,8,fingers;hands,1,[56]
3,there's an app for that,3,gloves;glove,2,[13; 14]
13,interaction,3,gloves;glove,2,[42; 43]
10,would you look at that,7,glove;projectile,1,[26]
4,material,4,mars;gloves,2,[27; 28]
12,interface,6,glove;water,1,[18]
4,material,8,fingers;hands,1,[58]
12,interface,0,gloves;massage,2,[62; 63]
5,sensors,8,fingers;hands,1,[10]
3,there's an app for that,6,glove;water,1,[55]
2,clean things,2,gloves;wrist,2,[46; 47]
1,catching things,1,gloves;brush,2,[44; 45]
12,interface,3,gloves;glove,1,[83]
6,hot stuff,4,mars;gloves,1,[53]
5,sensors,4,mars;gloves,1,[75]
0,enhance comfort,0,gloves;massage,5,[31; 32; 33; 34; 35]
13,interaction,2,gloves;wrist,1,[11]
8,mechatronics,2,gloves;wrist,1,[12]
3,there's an app for that,13,storage for quick food,1,[7]
5,sensors,5,glove;fingers,1,[67]
11,energy,0,gloves;massage,3,[50; 51; 52]
3,there's an app for that,9,mechatronic glove,1,[79]
1,catching things,0,gloves;massage,3,[37; 38; 39]
14,safety,2,gloves;wrist,2,[29; 30]
3,there's an app for that,5,glove;fingers,1,[2]
10,would you look at that,5,glove;fingers,1,[59]
7,grip,0,gloves;massage,1,[70]
15,lock n load,2,gloves;wrist,1,[80]
10,would you look at that,10,sensors;hands,1,[25]
5,sensors,2,gloves;wrist,1,[54]
4,material,15,gloves;hands,2,[71; 72]
5,sensors,7,glove;projectile,1,[8]
9,touch,9,mechatronic glove,1,[21]
7,grip,2,gloves;wrist,2,[4; 5]
7,grip,4,mars;gloves,1,[78]
2,clean things,0,gloves;massage,2,[65; 66]
8,mechatronics,8,fingers;hands,1,[61]
1,catching things,7,glove;projectile,1,[69]
3,there's an app for that,4,mars;gloves,1,[48]
0,enhance comfort,2,gloves;wrist,1,[68]
13,interaction,0,gloves;massage,2,[76; 77]
