Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,recreational,0,material;life,5,[14; 15; 16; 17; 18]
2,consumer product,8,temperature mug,1,[30]
8,aerospace & aeronautical,0,material;life,1,[25]
2,consumer product,6,tattoo printer,1,[21]
2,consumer product,5,smart windows,1,[33]
7,renewable energy/consumer product,2,bat;tap,1,[20]
9,appliances,0,material;life,2,[31; 32]
3,recreational,3,wi fi backpack,1,[22]
8,aerospace & aeronautical,1,performance;material,1,[34]
4,personal accessory,4,back brace,1,[37]
5,electronics applications,0,material;life,2,[1; 2]
2,consumer product,2,bat;tap,2,[12; 13]
10,stationery,0,material;life,1,[39]
4,personal accessory,1,performance;material,1,[40]
1,automotive,1,performance;material,3,[27; 28; 29]
0,home appliances,0,material;life,8,[3; 4; 5; 6; 7; 8; 9; 10]
6,renewable energy,0,material;life,1,[19]
2,consumer product,10,speaker phone case,1,[38]
0,home appliances,5,smart windows,1,[11]
1,automotive,0,material;life,1,[35]
2,consumer product,7,glasses;mouthpiece,2,[23; 24]
3,recreational,1,performance;material,1,[26]
0,home appliances,9,mugs,1,[36]
