Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
1,special features,2,gas;sensor,9,[12; 13; 14; 15; 16; 17; 18; 19; 20]
0,smart device interactive,1,sensor;device,11,[23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33]
3,clock&watch,2,gas;sensor,2,[21; 22]
0,smart device interactive,0,sensor;gas,11,[1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11]
0,smart device interactive,2,gas;sensor,8,[94; 95; 96; 97; 98; 99; 100; 101]
3,clock&watch,3,iwatch embedded,1,[34]
6,auto-multifunction,1,sensor;device,4,[59; 60; 61; 62]
3,clock&watch,1,sensor;device,2,[36; 37]
2,independent device,2,gas;sensor,9,[63; 64; 65; 66; 67; 68; 69; 70; 71]
2,independent device,1,sensor;device,8,[51; 52; 53; 54; 55; 56; 57; 58]
6,auto-multifunction,0,sensor;gas,1,[72]
1,special features,5,projection,1,[40]
6,auto-multifunction,2,gas;sensor,6,[88; 89; 90; 91; 92; 93]
1,special features,6,data;mini,4,[73; 74; 75; 76]
0,smart device interactive,4,external connection,1,[35]
5,smart device interative/special features,1,sensor;device,1,[39]
1,special features,0,sensor;gas,10,[41; 42; 43; 44; 45; 46; 47; 48; 49; 50]
1,special features,1,sensor;device,11,[77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87]
4,independent device/watch and clock,0,sensor;gas,1,[38]
