Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,portable appliances,1,panels;panel,7,[1; 2; 3; 4; 5; 6; 7]
0,portable appliances,0,sun;solar,8,[8; 9; 10; 11; 12; 13; 14; 15]
7,big system,0,sun;solar,1,[21]
3,hybrid application,3,electricity;water,2,[17; 18]
4,large system,1,panels;panel,1,[44]
3,hybrid application,1,panels;panel,2,[19; 20]
6,software,0,sun;solar,1,[16]
2,charging station,1,panels;panel,3,[22; 23; 24]
0,portable appliances,2,station;wireless,4,[45; 46; 47; 48]
1,residential solar,3,electricity;water,1,[32]
4,large system,3,electricity;water,1,[33]
2,charging station,2,station;wireless,3,[34; 35; 36]
5,maintenance,1,panels;panel,2,[40; 41]
1,residential solar,0,sun;solar,3,[37; 38; 39]
4,large system,0,sun;solar,5,[49; 50; 51; 52; 53]
0,portable appliances,3,electricity;water,1,[42]
1,residential solar,1,panels;panel,7,[25; 26; 27; 28; 29; 30; 31]
5,maintenance,3,electricity;water,1,[43]
