Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,portable appliances,14,pads;battery,2,[33; 34]
2,charging station,1,panels;power,1,[23]
4,large system,12,sun;solar,1,[29]
1,residential solar,6,solar umbrella,1,[49]
4,large system,0,panel;battery,1,[40]
4,large system,9,iot soalr,1,[5]
5,big system,5,sun;device,1,[35]
0,portable appliances,15,soalr picking,1,[43]
2,charging station,0,panel;battery,2,[41; 42]
4,large system,4,solar band,1,[1]
2,charging station,13,wireless;energy,1,[30]
6,maintenance,3,water;energy,1,[12]
1,residential solar,5,sun;device,1,[13]
0,portable appliances,11,platform;players,1,[14]
2,charging station,2,station;subscription,2,[10; 11]
1,residential solar,1,panels;power,3,[7; 8; 9]
4,large system,10,solar satelites,1,[6]
0,portable appliances,0,panel;battery,4,[36; 37; 38; 39]
0,portable appliances,4,solar band,1,[47]
6,maintenance,0,panel;battery,1,[17]
0,portable appliances,12,sun;solar,4,[24; 25; 26; 27]
7,software,5,sun;device,1,[48]
1,residential solar,0,panel;battery,4,[18; 19; 20; 21]
0,portable appliances,8,flexible solar,1,[4]
4,large system,11,platform;players,1,[28]
3,hybrid application,3,water;energy,2,[52; 53]
0,portable appliances,1,panels;power,3,[44; 45; 46]
1,residential solar,12,sun;solar,1,[32]
6,maintenance,1,panels;power,1,[31]
3,hybrid application,1,panels;power,2,[15; 16]
0,portable appliances,13,wireless;energy,2,[50; 51]
0,portable appliances,6,solar umbrella,1,[2]
4,large system,3,water;energy,1,[22]
1,residential solar,7,sunflower solar,1,[3]
