Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
1,Optical Illusion,2,wires;frame,1,[3]
0,Social,1,illusion;wheels,1,[8]
0,Social,0,bar;fireplace,7,[1; 15; 19; 20; 22; 23; 29]
3,Nostalgia,3,screen;box,1,[10]
1,Optical Illusion,5,water;illusion,2,[16; 27]
4,Installation,5,water;illusion,1,[17]
0,Social,6,display;look,2,[30; 31]
3,Nostalgia,1,illusion;wheels,2,[6; 13]
5,Optical Illusion/Nostalgia,5,water;illusion,1,[18]
1,Optical Illusion,4,tubing;product,1,[12]
0,Social,2,wires;frame,1,[5]
6,Storage / New Concept,3,screen;box,1,[7]
2,Social / Optical Illusion,0,bar;fireplace,1,[2]
1,Optical Illusion,6,display;look,2,[26; 28]
5,Optical Illusion/Nostalgia,0,bar;fireplace,1,[24]
2,Social / Optical Illusion,2,wires;frame,1,[11]
1,Optical Illusion,1,illusion;wheels,3,[4; 9; 25]
4,Installation,4,tubing;product,1,[21]
4,Installation,6,display;look,1,[14]
