Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,Convenience,7,partnership collaboration with delivery service companies,1,[23]
0,Convenience,10,eat it? app,1,[39]
0,Convenience,3,food;waste,2,[15; 18]
1,Safety,2,users;food,2,[14; 30]
9,Convenience and cost,0,food;cooking,1,[20]
3,Guilt,3,food;waste,1,[17]
4,Cost,4,list;app,1,[29]
5,Convenience/Guilt,0,food;cooking,1,[5]
2,Cost and Convenience,2,users;food,1,[25]
1,Safety,1,food;user,2,[1; 2]
0,Convenience,0,food;cooking,8,[12; 16; 21; 22; 27; 37; 38; 40]
7,Convenience/guilt,1,food;user,1,[10]
0,Convenience,4,list;app,2,[24; 34]
6,Convenience/cost,0,food;cooking,1,[9]
0,Convenience,5,cooling;pot,2,[11; 33]
1,Safety,0,food;cooking,1,[3]
0,Convenience,8,fruit;products,2,[32; 35]
0,Convenience,1,food;user,4,[4; 6; 7; 8]
8,Guilt and Convenience,3,food;waste,1,[19]
0,Convenience,6,feature;tips,2,[13; 31]
0,Convenience,9,in home lettuce grower,1,[36]
2,Cost and Convenience,4,list;app,1,[28]
10,Guilt and Cost,2,users;food,1,[26]
