Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
9,catching things,1,glove;projectile,1,[28]
6,would you look at that,6,sensors;hands,1,[27]
3,interface,0,gloves;fingers,2,[59; 60]
7,energy,7,energy;heat,1,[67]
2,grip,1,glove;projectile,1,[33]
15,lock n load,1,glove;projectile,1,[68]
14,clean things,0,gloves;fingers,5,[40; 41; 42; 43; 44]
4,material,0,gloves;fingers,4,[70; 71; 72; 73]
1,there's an app for that,2,gloves;glove,3,[18; 19; 20]
9,catching things,0,gloves;fingers,5,[8; 9; 10; 11; 12]
3,interface,3,arm screen,1,[2]
8,touch,1,glove;projectile,1,[32]
4,material,4,fingers;hands,1,[79]
15,lock n load,0,gloves;fingers,1,[83]
12,mechatronics,6,sensors;hands,1,[58]
1,there's an app for that,5,glove;water,1,[80]
5,hot stuff,0,gloves;fingers,1,[69]
2,grip,2,gloves;glove,2,[6; 7]
10,sensors,0,gloves;fingers,3,[15; 16; 17]
3,interface,5,glove;water,1,[26]
4,material,1,glove;projectile,1,[1]
1,there's an app for that,1,glove;projectile,3,[47; 48; 49]
3,interface,2,gloves;glove,1,[14]
0,enhance comfort,0,gloves;fingers,6,[50; 51; 52; 53; 54; 55]
13,interaction,2,gloves;glove,2,[37; 38]
10,sensors,4,fingers;hands,1,[29]
6,would you look at that,0,gloves;fingers,2,[3; 4]
11,safety,0,gloves;fingers,5,[21; 22; 23; 24; 25]
10,sensors,1,glove;projectile,2,[45; 46]
1,there's an app for that,0,gloves;fingers,2,[65; 66]
5,hot stuff,5,glove;water,1,[13]
7,energy,0,gloves;fingers,3,[34; 35; 36]
12,mechatronics,0,gloves;fingers,1,[30]
9,catching things,2,gloves;glove,1,[57]
6,would you look at that,1,glove;projectile,2,[74; 75]
0,enhance comfort,2,gloves;glove,2,[81; 82]
2,grip,0,gloves;fingers,4,[61; 62; 63; 64]
12,mechatronics,4,fingers;hands,1,[39]
1,there's an app for that,7,energy;heat,1,[31]
2,grip,4,fingers;hands,1,[56]
13,interaction,0,gloves;fingers,3,[76; 77; 78]
8,touch,4,fingers;hands,1,[5]
