Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,application,1,printer;controllers,4,[1; 2; 3; 4]
1,function,2,material;pla,2,[5; 6]
2,material,5,printer;parts,1,[80]
0,application,0,printing;materials,16,[8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23]
3,print out a rough shape first and mill off parts by switching tools,3,function,1,[64]
2,material,0,printing;materials,1,[60]
2,material,2,material;pla,4,[67; 68; 69; 70]
0,application,10,milk container,1,[79]
0,application,7,food;print,3,[61; 62; 63]
0,application,2,material;pla,6,[54; 55; 56; 57; 58; 59]
0,application,6,3d organ bioprinting,2,[52; 53]
0,application,5,printer;parts,2,[43; 44]
1,function,4,printer;scanner,3,[72; 73; 74]
0,application,4,printer;scanner,2,[24; 25]
0,application,9,fashion;media,4,[75; 76; 77; 78]
4,new form,2,material;pla,1,[7]
1,function,0,printing;materials,16,[27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42]
0,application,8,3d printed cakes,1,[71]
5,policy,2,material;pla,1,[26]
1,function,1,printer;controllers,7,[45; 46; 47; 48; 49; 50; 51]
1,function,5,printer;parts,2,[65; 66]
