Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
9,affordability,1,leg;knee,2,[70; 71]
3,safety,0,user;exoskeleton,6,[3; 4; 5; 6; 7; 8]
8,aesthetic,0,user;exoskeleton,2,[10; 11]
2,adjustability,1,leg;knee,6,[12; 13; 14; 15; 16; 17]
0,easy to use,3,user;function,1,[18]
2,adjustability,5,frame;back,1,[19]
7,durability,2,exoskeleton;accessory,1,[9]
4,motivation,0,user;exoskeleton,6,[21; 22; 23; 24; 25; 26]
1,comfort,2,exoskeleton;accessory,3,[27; 28; 29]
9,affordability,0,user;exoskeleton,2,[84; 85]
3,safety,3,user;function,2,[31; 32]
8,aesthetic,1,leg;knee,1,[33]
4,motivation,4,music;hip,2,[34; 35]
11,,1,leg;knee,1,[76]
5,connectivity,0,user;exoskeleton,6,[37; 38; 39; 40; 41; 42]
2,adjustability,2,exoskeleton;accessory,5,[43; 44; 45; 46; 47]
10,mobility,0,user;exoskeleton,4,[72; 73; 74; 75]
1,comfort,1,leg;knee,7,[48; 49; 50; 51; 52; 53; 54]
3,safety,2,exoskeleton;accessory,4,[55; 56; 57; 58]
0,easy to use,0,user;exoskeleton,10,[59; 60; 61; 62; 63; 64; 65; 66; 67; 68]
8,aesthetic,2,exoskeleton;accessory,1,[69]
7,durability,1,leg;knee,1,[36]
6,control,0,user;exoskeleton,1,[30]
10,mobility,1,leg;knee,2,[86; 87]
4,motivation,2,exoskeleton;accessory,2,[77; 78]
1,comfort,0,user;exoskeleton,1,[79]
5,connectivity,5,frame;back,1,[80]
0,easy to use,1,leg;knee,3,[81; 82; 83]
9,affordability,2,exoskeleton;accessory,1,[20]
6,control,1,leg;knee,2,[1; 2]
3,safety,1,leg;knee,3,[88; 89; 90]
2,adjustability,0,user;exoskeleton,2,[91; 92]
4,motivation,3,user;function,2,[93; 94]
5,connectivity,2,exoskeleton;accessory,1,[95]
0,easy to use,2,exoskeleton;accessory,5,[96; 97; 98; 99; 100]
8,aesthetic,4,music;hip,1,[101]
