Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
18,stretch display,0,sensors;sensor,4,[42; 69; 70; 71]
6,assistant,6,info;information,1,[20]
3,other,0,sensors;sensor,2,[63; 64]
11,ar display,2,display;rope,1,[86]
8,gesture control,0,sensors;sensor,7,[43; 44; 45; 46; 47; 48; 72]
7,engineering analysis,7,hands;hand,1,[99]
14,utility devices,0,sensors;sensor,3,[29; 30; 31]
19,wellness,0,sensors;sensor,1,[57]
7,engineering analysis,2,display;rope,1,[82]
4,communication,0,sensors;sensor,2,[58; 59]
12,monitoring,2,display;rope,1,[14]
9,audio,0,sensors;sensor,4,[1; 2; 18; 19]
3,other,3,paintball,1,[8]
4,communication,4,textanator,1,[11]
20,sports,0,sensors;sensor,4,[79; 80; 81; 98]
11,ar display,1,glasses;clothing,2,[9; 10]
5,wrist display,0,sensors;sensor,1,[7]
2,wrist tv,2,display;rope,2,[74; 75]
10,ar overlays,0,sensors;sensor,5,[3; 4; 5; 6; 83]
1,fashion,1,glasses;clothing,4,[38; 39; 40; 41]
0,health monitoring,0,sensors;sensor,10,[49; 50; 51; 52; 53; 54; 55; 76; 77; 78]
21,temperature control,0,sensors;sensor,2,[87; 88]
7,engineering analysis,1,glasses;clothing,1,[56]
6,assistant,0,sensors;sensor,1,[17]
14,utility devices,6,info;information,1,[21]
11,ar display,0,sensors;sensor,8,[32; 33; 34; 35; 36; 37; 67; 68]
16,food monitoring,0,sensors;sensor,4,[25; 26; 27; 73]
15,networking,7,hands;hand,1,[24]
8,gesture control,7,hands;hand,1,[65]
1,fashion,0,sensors;sensor,2,[12; 89]
14,utility devices,2,display;rope,1,[93]
22,ar applications,0,sensors;sensor,1,[94]
5,wrist display,5,zapp,1,[13]
0,health monitoring,1,glasses;clothing,1,[97]
7,engineering analysis,0,sensors;sensor,2,[22; 23]
15,networking,2,display;rope,1,[92]
12,monitoring,0,sensors;sensor,2,[84; 85]
7,engineering analysis,8,bands;musicians,1,[91]
17,health,0,sensors;sensor,3,[28; 61; 62]
3,other,1,glasses;clothing,1,[66]
8,gesture control,8,bands;musicians,1,[90]
0,health monitoring,9,smart bandaids,1,[15]
5,wrist display,2,display;rope,1,[60]
13,consuming content,0,sensors;sensor,3,[16; 95; 96]
