Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,App Features,1,accessory;feedback,3,[48; 55; 69]
1,Hardware Devices,2,passes;color,6,[52; 59; 62; 63; 64; 65]
0,App Features,0,app;students,56,[2; 4; 5; 6; 7; 8; 25; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 41; 43; 49; 51; 53; 54; 57; 67; 68; 70; 71; 72; 73; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 92; 93; 94; 95; 96; 97; 98; 99]
3,Social Camp,3,longboard club,1,[42]
3,Social Camp,0,app;students,6,[1; 3; 9; 22; 26; 44]
3,Social Camp,1,accessory;feedback,3,[40; 47; 50]
2,Miscellaneous,2,passes;color,3,[56; 58; 66]
2,Miscellaneous,1,accessory;feedback,1,[75]
2,Miscellaneous,0,app;students,1,[74]
0,App Features,4,introvert app,1,[45]
1,Hardware Devices,0,app;students,3,[10; 46; 91]
1,Hardware Devices,1,accessory;feedback,15,[11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 23; 24; 60; 61]
4,Website,0,app;students,1,[100]
