Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
6,motivation,10,user;muscles,1,[66]
11,durability,11,leg;foot,1,[92]
6,motivation,6,music;dance,2,[38; 39]
3,safety,0,exoskeleton;accessory,3,[14; 15; 16]
2,connectivity,8,users;tracks,1,[6]
8,affordability,0,exoskeleton;accessory,1,[34]
7,mobility,7,foot;knee,1,[26]
0,easy to use,7,foot;knee,1,[5]
4,adjustability,22,inflatable frame,1,[85]
4,adjustability,12,inflatable ,1,[1]
7,mobility,16,mode;user,1,[59]
0,easy to use,10,user;muscles,1,[71]
0,easy to use,14,compensation;users,1,[89]
0,easy to use,3,exoskeleton;user,5,[60; 61; 62; 63; 64]
1,comfort,11,leg;foot,1,[35]
8,affordability,5,battery;bulky,1,[52]
7,mobility,2,device;mode,2,[21; 22]
4,adjustability,0,exoskeleton;accessory,4,[55; 56; 57; 58]
8,affordability,14,compensation;users,1,[11]
4,adjustability,9,use;waist,2,[97; 98]
5,aesthetic,5,battery;bulky,2,[36; 37]
6,motivation,20,reminders,1,[68]
1,comfort,16,mode;user,1,[13]
4,adjustability,4,legs;leg,2,[18; 19]
1,comfort,14,compensation;users,1,[101]
6,motivation,0,exoskeleton;accessory,2,[53; 54]
6,motivation,3,exoskeleton;user,3,[23; 24; 25]
6,motivation,5,battery;bulky,2,[86; 87]
7,mobility,10,user;muscles,1,[28]
2,connectivity,2,device;mode,3,[47; 48; 49]
3,safety,16,mode;user,1,[90]
0,easy to use,0,exoskeleton;accessory,5,[80; 81; 82; 83; 84]
4,adjustability,1,leg;button,2,[50; 51]
1,comfort,1,leg;button,3,[41; 42; 43]
10,control,9,use;waist,1,[67]
6,motivation,18,achievements,1,[29]
5,aesthetic,0,exoskeleton;accessory,1,[74]
3,safety,13,emergency calling ,1,[8]
3,safety,23,id verification,1,[93]
8,affordability,21,braces;bones,1,[88]
0,easy to use,18,achievements,1,[32]
2,connectivity,10,user;muscles,1,[20]
11,durability,0,exoskeleton;accessory,1,[73]
5,aesthetic,15,rear actuators,1,[12]
2,connectivity,3,exoskeleton;user,1,[33]
1,comfort,9,use;waist,2,[69; 70]
10,control,1,leg;button,1,[91]
1,comfort,0,exoskeleton;accessory,3,[2; 3; 4]
0,easy to use,8,users;tracks,1,[77]
2,connectivity,17,back actuators,1,[27]
3,safety,3,exoskeleton;user,3,[44; 45; 46]
0,easy to use,1,leg;button,1,[17]
3,safety,12,inflatable ,1,[72]
10,control,10,user;muscles,1,[99]
0,easy to use,19,alarm clock,1,[40]
3,safety,1,leg;button,2,[78; 79]
9,,9,use;waist,1,[10]
0,easy to use,2,device;mode,1,[100]
7,mobility,4,legs;leg,1,[7]
2,connectivity,0,exoskeleton;accessory,1,[9]
8,affordability,8,users;tracks,1,[96]
4,adjustability,3,exoskeleton;user,1,[76]
0,easy to use,5,battery;bulky,1,[94]
4,adjustability,8,users;tracks,1,[95]
3,safety,4,legs;leg,1,[65]
3,safety,10,user;muscles,2,[30; 31]
5,aesthetic,21,braces;bones,1,[75]
