Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
4,niche,7,hand;ball,1,[44]
1,,3,hand;side,3,[61; 62; 63]
6,imonkeybar,6,imonkey bar c metal part,1,[8]
3,the claw,0,finger;fingers,1,[20]
8,joints,0,finger;fingers,4,[4; 5; 6; 7]
7,gone ridin',7,hand;ball,1,[80]
0,finger designs,3,hand;side,4,[30; 31; 32; 33]
1,,11,the gripper,1,[34]
7,gone ridin',2,sensors;heat,1,[23]
9,mount,0,finger;fingers,2,[21; 22]
3,the claw,3,hand;side,2,[1; 2]
2,other,9,ihero,1,[24]
3,the claw,10,gripper,1,[25]
4,niche,4,hand;clamp,2,[70; 71]
6,imonkeybar,3,hand;side,2,[77; 78]
11,grippers,1,wrist;brake,1,[65]
5,harness,0,finger;fingers,1,[60]
2,other,2,sensors;heat,3,[14; 15; 16]
10,control,0,finger;fingers,1,[64]
1,,1,wrist;brake,7,[36; 37; 38; 39; 40; 41; 42]
0,finger designs,1,wrist;brake,4,[72; 73; 74; 75]
0,finger designs,0,finger;fingers,10,[45; 46; 47; 48; 49; 50; 51; 52; 53; 54]
10,control,4,hand;clamp,1,[76]
7,gone ridin',1,wrist;brake,4,[10; 11; 12; 13]
5,harness,5,watch mount,1,[3]
1,,4,hand;clamp,1,[9]
10,control,1,wrist;brake,2,[27; 28]
1,,0,finger;fingers,3,[66; 67; 68]
0,finger designs,8,clamp;drum,1,[26]
5,harness,3,hand;side,1,[43]
2,other,7,hand;ball,3,[57; 58; 59]
3,the claw,4,hand;clamp,1,[79]
6,imonkeybar,1,wrist;brake,2,[55; 56]
3,the claw,1,wrist;brake,1,[35]
3,the claw,8,clamp;drum,1,[69]
1,,8,clamp;drum,3,[17; 18; 19]
5,harness,2,sensors;heat,1,[29]
