Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
4,Large System,7,solar,1,[52]
4,Large System,8,sun;moon,1,[13]
8,Software,0,sun;solar,1,[51]
5,Maintenance,1,panel;battery,1,[6]
2,Hybrid Application,5,panels;power,2,[21; 22]
4,Large System,0,sun;solar,2,[9; 10]
1,Residential Solar,2,electricity;water,1,[2]
5,Maintenance,5,panels;power,1,[11]
4,Large System,4,earth;solar,1,[1]
1,Residential Solar,5,panels;power,3,[14; 15; 16]
3,Charging Station,6,wireless;vehicle,1,[3]
2,Hybrid Application,2,electricity;water,2,[19; 20]
3,Charging Station,5,panels;power,1,[8]
4,Large System,1,panel;battery,1,[23]
1,Residential Solar,1,panel;battery,4,[24; 25; 26; 27]
0,Portable Appliances,0,sun;solar,5,[28; 29; 30; 31; 32]
0,Portable Appliances,4,earth;solar,1,[4]
0,Portable Appliances,5,panels;power,3,[36; 37; 38]
4,Large System,2,electricity;water,1,[53]
1,Residential Solar,0,sun;solar,2,[41; 42]
0,Portable Appliances,8,sun;moon,2,[17; 18]
3,Charging Station,3,station;subscription,2,[33; 34]
0,Portable Appliances,1,panel;battery,3,[48; 49; 50]
7,Big System,0,sun;solar,1,[35]
6,portable Appliances,1,panel;battery,1,[12]
3,Charging Station,1,panel;battery,2,[39; 40]
0,Portable Appliances,6,wireless;vehicle,4,[43; 44; 45; 46]
1,Residential Solar,7,solar,1,[5]
5,Maintenance,2,electricity;water,1,[47]
0,Portable Appliances,2,electricity;water,1,[7]
