Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
18,compatibility,0,software;users,2,[43; 44]
1,user interaction,3,software;functionality,2,[13; 14]
11,export functions,11,3d printing,1,[23]
4,easy to use,8,file;users,1,[42]
3,improving efficiency and power,0,software;users,1,[57]
0,in-built help feature,13,design;ai,1,[65]
11,export functions,2,user;users,1,[20]
12,learning the software games,12,simulation;scanner,1,[37]
7,import functions,7,function;curve,1,[2]
0,in-built help feature,7,function;curve,2,[25; 26]
0,in-built help feature,16,self servie management,1,[33]
1,user interaction,6,interface;installation,1,[27]
2,ar/vr/gr & haptics,12,simulation;scanner,1,[69]
9,costing,18,different costing,1,[90]
5,online help services,1,software;design,1,[63]
7,import functions,0,software;users,3,[86; 87; 88]
7,import functions,2,user;users,1,[24]
6,user interface,14,same ui for different function,1,[10]
13,ai and machine learning,13,design;ai,1,[48]
9,costing,0,software;users,1,[29]
2,ar/vr/gr & haptics,19,natural environment,1,[91]
3,improving efficiency and power,3,software;functionality,2,[11; 12]
17,design recognition (image recognition),1,software;design,2,[77; 78]
16,automation,3,software;functionality,1,[30]
4,easy to use,4,files;share,2,[70; 71]
15,installation,0,software;users,1,[15]
0,in-built help feature,0,software;users,4,[82; 83; 94; 95]
20,ai,0,software;users,1,[89]
6,user interface,3,software;functionality,1,[58]
2,ar/vr/gr & haptics,13,design;ai,1,[62]
19,targeted markets,3,software;functionality,1,[49]
2,ar/vr/gr & haptics,2,user;users,3,[59; 60; 61]
1,user interaction,10,cad;functions,1,[18]
10,external help,0,software;users,2,[31; 32]
4,easy to use,0,software;users,2,[67; 68]
1,user interaction,1,software;design,3,[52; 53; 54]
10,external help,9,users;customers,1,[76]
13,ai and machine learning,11,3d printing,1,[75]
1,user interaction,2,user;users,2,[96; 97]
2,ar/vr/gr & haptics,8,file;users,1,[84]
8,file/device integration,0,software;users,1,[55]
6,user interface,6,interface;installation,1,[74]
8,file/device integration,2,user;users,1,[9]
9,costing,3,software;functionality,1,[66]
6,user interface,0,software;users,1,[3]
1,user interaction,17,virtual reality,1,[34]
14,ease of data representation,3,software;functionality,1,[5]
19,targeted markets,2,user;users,1,[81]
16,automation,0,software;users,2,[92; 93]
19,targeted markets,13,design;ai,1,[85]
6,user interface,12,simulation;scanner,1,[56]
1,user interaction,0,software;users,1,[72]
13,ai and machine learning,10,cad;functions,1,[98]
4,easy to use,11,3d printing,1,[64]
5,online help services,5,online;forum,2,[45; 46]
0,in-built help feature,1,software;design,1,[6]
13,ai and machine learning,1,software;design,3,[39; 40; 41]
8,file/device integration,3,software;functionality,1,[73]
3,improving efficiency and power,12,simulation;scanner,1,[51]
12,learning the software games,0,software;users,3,[7; 8; 36]
17,design recognition (image recognition),0,software;users,1,[22]
10,external help,10,cad;functions,1,[50]
14,ease of data representation,7,function;curve,1,[17]
9,costing,9,users;customers,1,[16]
16,automation,1,software;design,1,[19]
0,in-built help feature,6,interface;installation,1,[1]
15,installation,6,interface;installation,1,[47]
8,file/device integration,8,file;users,1,[4]
2,ar/vr/gr & haptics,15,augmented reality ui,1,[21]
15,installation,8,file;users,1,[35]
6,user interface,1,software;design,2,[79; 80]
13,ai and machine learning,0,software;users,1,[38]
8,file/device integration,4,files;share,1,[28]
