Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,auto-multifunction,0,sensor;gas,4,[5; 25; 26; 27]
2,independent device,1,sensor;air,6,[6; 7; 8; 9; 10; 11]
1,special features,6,phone;mini,2,[30; 31]
0,smart device interactive,10,external connection,1,[90]
5,smart device interative/special features,1,sensor;air,1,[12]
1,special features,11,data;results,2,[91; 92]
4,clock&watch,0,sensor;gas,2,[93; 94]
1,special features,2,gas;sensor,5,[20; 21; 22; 23; 24]
3,auto-multifunction,3,air;detection,2,[66; 67]
4,clock&watch,4,iwatch embedded,1,[29]
1,special features,5,projection,1,[19]
2,independent device,2,gas;sensor,5,[32; 33; 34; 35; 36]
4,clock&watch,1,sensor;air,2,[38; 39]
1,special features,1,sensor;air,9,[40; 41; 42; 43; 44; 45; 46; 47; 48]
0,smart device interactive,1,sensor;air,10,[78; 79; 80; 81; 82; 83; 84; 85; 86; 87]
3,auto-multifunction,2,gas;sensor,3,[49; 50; 51]
0,smart device interactive,0,sensor;gas,17,[13; 14; 15; 16; 17; 18; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62]
6,independent device/watch and clock,0,sensor;gas,1,[64]
2,independent device,3,air;detection,1,[28]
1,special features,9,device;function,1,[88]
1,special features,0,sensor;gas,9,[1; 2; 3; 4; 72; 73; 74; 75; 76]
2,independent device,7,manual power generatot,1,[65]
1,special features,12,sensors;sensor,5,[95; 96; 97; 98; 99]
3,auto-multifunction,1,sensor;air,1,[89]
3,auto-multifunction,8,fresh meeting room,1,[63]
2,independent device,0,sensor;gas,4,[68; 69; 70; 71]
1,special features,7,manual power generatot,1,[37]
0,smart device interactive,9,device;function,1,[77]
0,smart device interactive,2,gas;sensor,2,[100; 101]
