Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
6,personal accessory,6,composite glasses,1,[9]
8,electronics applications,0,life;strength,2,[2; 3]
7,renewable energy/consumer product,7,solar powered umbrellas,1,[12]
2,automotive,1,material;weight,1,[40]
1,recreational,15,wi fi backpack,1,[28]
0,home appliances,16,handles for utensils,2,[30; 31]
2,automotive,12,performance;material,1,[14]
3,consumer product,14,golf glasses,1,[19]
9,aerospace & aeronautical,0,life;strength,1,[11]
3,consumer product,3,smart windows,1,[1]
3,consumer product,10,toothbrush mouthpiece,1,[10]
4,appliances,4,load;life,1,[4]
3,consumer product,20,torque handle,1,[37]
0,home appliances,17,window frames,1,[32]
2,automotive,2,vehicle;performance,2,[17; 18]
4,appliances,1,material;weight,1,[29]
1,recreational,1,material;weight,3,[24; 25; 26]
6,personal accessory,19,back brace,1,[36]
0,home appliances,0,life;strength,3,[21; 22; 23]
1,recreational,13,skateboards,2,[15; 16]
0,home appliances,4,load;life,1,[7]
0,home appliances,18,mugs,1,[33]
3,consumer product,11,tattoo printer,1,[13]
3,consumer product,9,temperature mug,1,[8]
10,renewable energy,1,material;weight,1,[20]
3,consumer product,21,speaker phone case,1,[39]
5,stationery,5,pen body,1,[5]
0,home appliances,1,material;weight,2,[34; 35]
1,recreational,12,performance;material,1,[38]
9,aerospace & aeronautical,2,vehicle;performance,1,[27]
3,consumer product,8,smart tap handle,1,[6]
