Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
23,Grip,4,glove;gloves,1,[51]
18,Better than the Iphone,0,gloves;massage,1,[36]
4,There's an app for that,4,glove;gloves,2,[28; 29]
12,Sensor,1,gloves;button,1,[44]
11,Can you Feel it?,11,glove;sensors,1,[25]
4,There's an app for that,8,glove;palm,1,[4]
3,casin things,0,gloves;massage,4,[5; 6; 7; 8]
14,intersurfaces,4,glove;gloves,1,[9]
7,Add a name of created cluster that you added a concept into.,7,,1,[3]
28,Can you feel it?,8,glove;palm,1,[74]
14,intersurfaces,0,gloves;massage,1,[20]
5,Got it,1,gloves;button,2,[72; 73]
19,Energy Basic,0,gloves;massage,3,[40; 41; 42]
3,casin things,7,,1,[23]
2,material,4,glove;gloves,1,[79]
22,iron Man Glove,2,fingers;hands,1,[46]
4,There's an app for that,9,mars;gloves,1,[47]
5,Got it,5,glove;inside,1,[1]
2,material,9,mars;gloves,2,[21; 22]
19,Energy Basic,7,,1,[64]
6,Clean Things,6,flashlight;brush,1,[12]
17,Got it?,2,fingers;hands,1,[34]
14,intersurfaces,1,gloves;button,1,[33]
21,would you look at that,5,glove;inside,1,[45]
5,Got it,0,gloves;massage,1,[52]
2,material,2,fingers;hands,3,[37; 38; 39]
24,Iron Man Glove,10,sensors;hands,1,[53]
13,lock N load,11,glove;sensors,1,[67]
0,Enhance comfort,0,gloves;massage,6,[14; 15; 16; 17; 18; 19]
8,Touch,2,fingers;hands,1,[13]
17,Got it?,1,gloves;button,1,[49]
6,Clean Things,0,gloves;massage,3,[61; 62; 63]
16,Safety,0,gloves;massage,3,[30; 31; 32]
15,intersurfaces With/Into,7,,1,[11]
12,Sensor,11,glove;sensors,1,[26]
23,Grip,1,gloves;button,1,[76]
20,Hot Stuff,5,glove;inside,1,[43]
27,Better than the iphone,9,mars;gloves,1,[60]
3,casin things,3,gloves,3,[56; 57; 58]
18,Better than the Iphone,3,gloves,1,[55]
4,There's an app for that,6,flashlight;brush,1,[2]
10,Would You look at that,10,sensors;hands,1,[24]
6,Clean Things,1,gloves;button,1,[50]
3,casin things,1,gloves;button,2,[65; 66]
9,Would you look at that,9,mars;gloves,1,[27]
1,internet with controls,1,gloves;button,4,[68; 69; 70; 71]
16,Safety,1,gloves;button,2,[80; 81]
29,Lock N Load,1,gloves;button,1,[77]
26,there's an app for that,5,glove;inside,1,[59]
8,Touch,8,glove;palm,1,[35]
14,intersurfaces,3,gloves,1,[75]
10,Would You look at that,11,glove;sensors,1,[48]
3,casin things,4,glove;gloves,1,[78]
25,Hot stuff,9,mars;gloves,1,[54]
10,Would You look at that,2,fingers;hands,1,[10]
